CODICE,AUTORE,TITOLO,CASA EDITRICE,GENERE/COLLOCAZIONE,LINGUA,ANNO EDIZIONE,;
347,i giganti,goldoni,mondadori,enciclopedia,italiano,1970,;
348,i giganti,voltaire,mondadori,enciclopedia,italiano,1970,;
349,i giganti,moliere,mondadori,enciclopedia,italiano,1970,;
350,i giganti,milton,mondadori,enciclopedia,italiano,1970,;
351,i giganti,shakespeare,mondadori,enciclopedia,italiano,1970,;
352,i giganti,cervantes,mondadori,enciclopedia,italiano,1970,;
353,i giganti,tasso,mondadori,enciclopedia,italiano,1970,;
354,i giganti,ariosto,mondadori,enciclopedia,italiano,1970,;
355,i giganti,machiavelli,mondadori,enciclopedia,italiano,1970,;
356,i giganti,boccaccio,mondadori,enciclopedia,italiano,1970,;
357,i giganti,petrarca,mondadori,enciclopedia,italiano,1970,;
358,i giganti,dante,mondadori,enciclopedia,italiano,1970,;
359,i giganti,verga,mondadori,enciclopedia,italiano,1970,;
360,i giganti,tolstoj,mondadori,enciclopedia,italiano,1965,;
361,i giganti,baudelaire,mondadori,enciclopedia,italiano,1965,;
362,i giganti,edgar a. poe,mondadori,enciclopedia,italiano,1965,;
363,i giganti,hugo,mondadori,enciclopedia,italiano,1965,;
364,i giganti,balzac,mondadori,enciclopedia,italiano,1965,;
365,i giganti,leopardi,mondadori,enciclopedia,italiano,1965,;
366,i giganti,byron,mondadori,enciclopedia,italiano,1965,;
367,ira levin,un bacio prima di morire,mondadori,giallo/thriller,italiano,2005,;
368,c. pike,ricordati di me,mondadori,romanzo,italiano,2004,;
369,r. westall,lo stregone,mondadori,romanzo,italiano,1999,;
370,e. bunker,come una bestia feroce,mondadori,romanzo,italiano,2002,;
371,s. scoppettone,il gioco dell'assassino,mondadori,giallo/thriller,italiano,2007,;
372,j. le carre',la spia perfetta,mondadori,giallo/thriller,italiano,2006,;
373,r. l. stine,piccoli brividi,mondadori,romanzo,italiano,2010,;
374,autori vari,beat generation - poesia,mondadori,poesie/aforismi/albi illustrati,italiano,2008,;
375,f. bertuzzi,il carnefice,newton compton,giallo/thriller,italiano,1991,;
376,d. carrisi,il suggeritore,tea,giallo/thriller,italiano,2001,;
377,m. crichton,congo,garzanti,giallo/thriller,italiano,2010,,;
378,b.j. eadie,risveglio nella luce,euroclub,romanzo,italiano,2010,;
379,j. london,i racconti del grande nord e la corsa all'oro,newton compton,classico,italiano,2011,;
380,e. grayson,notte di stelle a stone point,piemme,romanzo,italiano,2011,;
381,n. barber,i giorni dell'addio,sperling,romanzo,italiano,2011,;
382,r. pilcher,i cercatori di conchiglie,mondadori,romanzo,italiano,2007,;
383,m. g. mazzucco,il bacio della medusa,baldini,romanzo,italiano,2006,;
384,j. london,il richiamo della foresta:zanna bianca e altre storie di cani,newton compton,classico,italiano,1992,;
385,andrea camilleri,le ali della sfinge,sellerio editore,giallo/thriller,italiano,2007,;
386,andrea camilleri,l'eta' del dubbio,sellerio editore,giallo/thriller,italiano,2007,;
387,andrea camilleri,le pecore e il pastore,sellerio editore,giallo/thriller,italiano,1992,;
388,gianrico carofiglio,l'arte del dubbio,sellerio editore,giallo/thriller,italiano,2011,;
389,andrea camilleri,la danza del gabbiano,sellerio editore,giallo/thriller,italiano,2011,;
390,gianrico carofiglio,ad occhi chiusi,sellerio editore,giallo/thriller,italiano,2011,,;
391,clive cussler,la nave dei morti,tea,romanzo,italiano,1992,;
392,andrea camilleri,un mese con montalbano,mondadori,giallo/thriller,italiano,1997,;
393,gianrico carofiglio,testimone inconsapevole,sellerio editore,giallo/thriller,italiano,1997,;
394,giorgio faletti,fuori da un evidente destino,baldini e castoldi,giallo/thriller,italiano,1993,;
395,alberto cavanna,da bosco e da riviera,rizzoli,romanzo,italiano,1970,;
396,giorgio faletti,pochi inutili nascondigli,baldini e castoldi,giallo/thriller,italiano,1970,;
397,todd balf,il fiume estremo,pratiche editrice,romanzo storico,italiano,1991,;
398,salwa al-neimi,la prova del miele,feltrinelli,romanzo,italiano,2005,;
399,giorgio faletti,io sono dio,baldini e castoldi,giallo/thriller,italiano,2001,;
400,charles dickens,grandi speranze,newton compton,classico,italiano,2004,;
401,andrea camilleri,la vampa d'agosto,sellerio editore,giallo/thriller,italiano,2011,;
402,andrea camilleri,la pista di sabbia,sellerio editore,giallo/thriller,italiano,2011,;
403,gianrico carofiglio,ragionevoli dubbi,sellerio editore,giallo/thriller,italiano,2011,;
404,frederick forsyth,l'afghano,mondadori,giallo/thriller,italiano,2008,;
405,andrea camilleri,la paura di montalbano,mondadori,giallo/thriller,italiano,2005,;
406,andrea camilleri,le inchieste del commissario collura,mondadori,giallo/thriller,italiano,1970,;
407,ken follett,il terzo gemello,mondadori,giallo/thriller,italiano,1965,;
408,wilbur smith,come il mare,longanesi,romanzo,italiano,1983,;
409,liala,lascia che io ti ami,sonzogno,romanzo,italiano,1983,;
410,r. r. coenraads,rocce e fossili,touring,scienze,italiano,1983,;
411,elisa prati,le stagioni,giunti,bambini e ragazzi,italiano,1965,;
412,gustavo meyer-graz,puglia/sud 1890,capone,saggio,italiano,2011,;
413,corrado indraccolo,il fuorilecce,congedo,romanzo,italiano,2011,;
414,walt whitman,leaves of grass,giunti,letteratura in lingua straniera,inglese,2007,;
415,rocco cataldi,a passu tommu,congedo,poesie/aforismi/albi illustrati,italiano,2011,;
416,luis sepulveda,storia di una gabbianella e del gatto che le insegno' a volare,salani,classici per ragazzi,italiano,2013,;
417,autori vari,i magnifici 7 capolavori della classici per ragazzi,newton compton,romanzo,italiano,2013,;
418,gianluca lentini,gaia - il pianeta terra,feltrinelli,scolastico,italiano,2007,;
419,c. collodi,pinocchio,giunti,bambini e ragazzi,italiano,2011,;
420,luigi garlando,per questo mi chiamo giovanni,best bur,romanzo,italiano,2007,;
421,gianni rodari,il libro dei perche',emme edizioni,bambini e ragazzi,italiano,2007,;
422,ronnie cantarelli,uccelli,giunti,scolastico,italiano,2007,;
423,carla vasio,giovannino dei draghi,giunti,bambini e ragazzi,italiano,2013,;
424,lidia ravera,il paese all'incontrario,giunti,bambini e ragazzi,italiano,2007,;
425,l. m. alcott,piccole donne,giunti,classico,italiano,2007,;
426,lewis carroll,alice's - adventures in wonderland,giunti,letteratura in lingua straniera,inglese,2009,;
427,caterina gatto arigliani,proverbi di parabita,congedo,belle arti/cultura locale,italiano,2009,;
428,a. r. mennonna,favole del nostro tempo,congedo,romanzo,italiano,2009,;
429,lorenzo capone,i luoghi dell'archeologia,capone,arte e cultura del territorio,italiano,2011,;
430,artisti vari,crea- superidee per la tua stanza,giunti,bambini e ragazzi,italiano,2011,;
431,italo calvino,marcovaldo,mondadori,bambini e ragazzi,italiano,2012,;
432,silvia roncaglia,cartaruga e lumacarta,giunti,bambini e ragazzi,italiano,2012,;
433,marco aime,fiabe nei barattoli,lemi,bambini e ragazzi,italiano,2012,;
434,nello anselmi,il delfino e l'anguillina,giunti,bambini e ragazzi,italiano,2012,;
435,ferdinando albertazzi,un regalo inaspettato,piemme,bambini e ragazzi,italiano,2012,;
436,domenico volpi,re artu' e i cavalieri della tavola rotonda,giunti,bambini e ragazzi,italiano,2011,;
437,edmondo de amicis,cuore,giunti,bambini e ragazzi,italiano,2011,;
438,maria alessandra sozzo,poesie fantastiche,congedo,poesie/aforismi/albi illustrati,italiano,2012,;
439,s. cerrato - m. hack,l'universo di margherita,ed. scienza,bambini e ragazzi,italiano,2011,;
440,rocco cataldi,parole terra terra,congedo,poesie/aforismi/albi illustrati,italiano,2001,;
441,federico capone,lecce che suona,capone,saggio,italiano,1997,;
442,khaled hosseini,mille splendidi soli,piemme,romanzo,italiano,2001,;
443,corrado augias,disputa su dio,mondadori,saggio,italiano,2012,;
444,tom clancy,net force,bur,giallo/thriller,italiano,2012,;
445,sergio rizzo,la casta,rizzoli,biografia/letteratura d'inchiesta,italiano,2007,;
446,malika mokeddem,gente in cammino,giunti,romanzo,italiano,2011,;
447,sathya sai baba,un vangelo per l'eta' d'oro,milesi,filosofia e religioni,italiano,2007,;
448,roberto saviano,gomorra,mondadori,saggi e inchieste,italiano,2007,;
449,bernard taylor,la notte della verita',sperling,giallo/thriller,italiano,2007,;
450,sidney sheldon,l'amore non si arrende,sperling,romanzo,italiano,1991,;
451,r. pilcher,sotto il segno dei gemelli,mondadori,romanzo,italiano,1991,;
452,m. m. kaye,padiglioni lontani,sperling,romanzo,italiano,1994,;
453,r. pilcher,profumo di timo,mondadori,romanzo,italiano,1994,;
454,r. pilcher,i giorni dell'estate,mondadori,romanzo,italiano,1992,;
455,ermanno detti,avventura metropolitana,archimede,narrativa,italiano,1993,;
456,alessandro baricco,castelli di rabbia,corriere della sera,romanzo,italiano,1993,;
457,stephen birmingham,scie di profumo,sperling,romanzo,italiano,1995,;
458,c. webb,il laureato,berlusconi editore,romanzo,italiano,1995,;
459,maria rosaria sillavi,frammenti d'essere,arti grafiche sudest,poesie/aforismi/albi illustrati,italiano,1992,;
460,iris johansen,l'ombra negli occhi,sperling,romanzo,italiano,1998,;
461,m. spillane,la morte alle calcagna,garzanti,giallo/thriller,italiano,1958,;
462,robert bloch,il passato che urla,garzanti,giallo/thriller,italiano,1958,;
463,ellery queen,il villaggio di vetro,garzanti,giallo/thriller,italiano,1958,;
464,a. le breton,rififi a new york,garzanti,giallo/thriller,italiano,1958,;
465,v. harding,cuori in alto mare,peruzzo,romanzo,italiano,1994,;
466,a. edgeware,il fiume dell'estasi,peruzzo,romanzo,italiano,1994,;
467,s. thoreau,profumo d'amore,peruzzo,romanzo,italiano,1994,;
468,kossi komla-ebri,la sposa degli dei,dell'arco,romanzo,italiano,1994,;
469,eugen herrigel,lo zen e il tiro con l'arco,adelphi,romanzo,italiano,2001, non disponibile,;
470,e. cotterill,nurse on call,ebury press,letteratura in lingua straniera,inglese,1988,;
471,d. steel,amazing grace,corgi box,letteratura in lingua straniera,inglese,2005,;
472,o. child,kitty neale,mondadori,letteratura in lingua straniera,inglese,2005,;
473,d. court,a mothers wish,mondadori,letteratura in lingua straniera,inglese,1997,;
474,we. murphy,comfort me with apples,feltrinelli,letteratura in lingua straniera,inglese,1988,;
475,l. andrews,every mothers son,feltrinelli,letteratura in lingua straniera,inglese,2005,;
476,v. wood,the songbird,feltrinelli,letteratura in lingua straniera,inglese,2003,;
477,a. baker,a pocketfull of silver,feltrinelli,letteratura in lingua straniera,inglese,2004,;
478,e. waite,life's for living,feltrinelli,letteratura in lingua straniera,inglese,2007,;
479,lyn andrews,across a summer sea,feltrinelli,letteratura in lingua straniera,inglese,2007,;
480,r. aitken,cornish harvest,feltrinelli,letteratura in lingua straniera,inglese,2003,;
481,k. flynn,poor little rich girl,feltrinelli,letteratura in lingua straniera,inglese,2005,;
482,m. lee,the leaving of liverpool,feltrinelli,letteratura in lingua straniera,inglese,2006,;
483,m. hutchkinson,all is not enough,feltrinelli,letteratura in lingua straniera,inglese,2007,;
484,m. lee,marthas' journey,feltrinelli,letteratura in lingua straniera,inglese,2000,;
485,a. baker,the best of fathers,giunti,letteratura in lingua straniera,inglese,2001,;
486,f. a. bond,return of the swallow,giunti,letteratura in lingua straniera,inglese,1992,;
487,l. harry,corner house girls,giunti,letteratura in lingua straniera,inglese,2007,;
488,d. court,the ragged heires,giunti,letteratura in lingua straniera,inglese,2010,;
489,k. webb,the legacy,giunti,letteratura in lingua straniera,inglese,1999,;
490,b. brown,memories of you,mondadori,letteratura in lingua straniera,inglese,2003,;
491,v. wood,homecoming girls,mondadori,letteratura in lingua straniera,inglese,2009,;
492,d. macomber,92 pacific boulevard,mondadori,letteratura in lingua straniera,inglese,2008,;
493,c. alliott,going too far,giunti,letteratura in lingua straniera,inglese,2005,;
494,k. flynn,little girl lost,giunti,letteratura in lingua straniera,inglese,2009,;
495,k. neale,desperate measures,giunti,letteratura in lingua straniera,inglese,2006,;
496,f. lightfoot,putting on the style,giunti,letteratura in lingua straniera,inglese,2010,;
497,a. jacobs,threepenny dreams,giunti,letteratura in lingua straniera,inglese,2003,;
498,r. harris,troubled waters - turn of the tide,feltrinelli,letteratura in lingua straniera,inglese,2007,;
499,a. purser,thy neighbour's wife,feltrinelli,letteratura in lingua straniera,inglese,1999,;
500,s. worboyes,room for a lodger,mondadori,letteratura in lingua straniera,inglese,2006,;
501,a. groves,hettie of hopestreet,feltrinelli,letteratura in lingua straniera,inglese,2003,;
502,s. sallis,five farthings,giunti,letteratura in lingua straniera,inglese,2005,;
503,k. flynn,two penn'orth of sky,giunti,letteratura in lingua straniera,inglese,2005,;
504,m. thornton,down an english lane,giunti,letteratura in lingua straniera,inglese,2005,;
505,june francis,step by step,giunti,letteratura in lingua straniera,inglese,2004,;
506,l. harry,tuppence to spend,mondadori,letteratura in lingua straniera,inglese,2008,;
507,p. scanlan,double wedding,mondadori,letteratura in lingua straniera,inglese,2009,;
508,l. harry,three little ships,feltrinelli,letteratura in lingua straniera,inglese,2010,;
509,s. sallis,searching for tilly,giunti,letteratura in lingua straniera,inglese,2010,;
510,a. murray,poppy day,feltrinelli,letteratura in lingua straniera,inglese,2010,;
511,s. kearsley,season of storms,giunti,letteratura in lingua straniera,inglese,2011,;
512,m. j. staples,sergeant joe,feltrinelli,letteratura in lingua straniera,inglese,2009,;
513,m. j. staples,the price of freedom,giunti,letteratura in lingua straniera,inglese,2010,;
514,c. alliott,one day in may,feltrinelli,letteratura in lingua straniera,inglese,2011,;
515,a. connor,green baize road,giunti,letteratura in lingua straniera,inglese,2011,;
516,a. murray,chocolate girls,giunti,letteratura in lingua straniera,inglese,2011,;
517,m. thornton,remember me,mondadori,letteratura in lingua straniera,inglese,2005,;
518,v. pemberton,when the swallows come again,giunti,letteratura in lingua straniera,inglese,2005,;
519,l. harry,dance little lady,giunti,letteratura in lingua straniera,inglese,2005,;
520,e. blair,this side of heaven,giunti,letteratura in lingua straniera,inglese,2005,;
521,m. lee,kitty and her sisters,giunti,letteratura in lingua straniera,inglese,2010,;
522,m. bincy,the return journey,giunti,letteratura in lingua straniera,inglese,2005,;
523,d. kennedy,a special relationship,giunti,letteratura in lingua straniera,inglese,2010,;
524,j. cox,the loner,giunti,letteratura in lingua straniera,inglese,2011,;
525,s. spencer,old father thames,mondadori,letteratura in lingua straniera,inglese,2012,;
526,j. stirling,blessings in disguise,mondadori,letteratura in lingua straniera,inglese,2012,;
527,r. shaw,country lovers,giunti,letteratura in lingua straniera,inglese,1999,;
528,r. shaw,country wives,feltrinelli,letteratura in lingua straniera,inglese,2012,;
529,r. shaw,country passions,feltrinelli,letteratura in lingua straniera,inglese,2012,;
530,meg hutchkinson,a penny deep,feltrinelli,letteratura in lingua straniera,inglese,2011,;
531,c. rivers,lizzie of langley street,giunti,letteratura in lingua straniera,inglese,2011,;
532,a. baker,a labour of love,giunti,letteratura in lingua straniera,inglese,2011,;
533,r. hamilton,the reading room,giunti,letteratura in lingua straniera,inglese,2011,;
534,k. flynn,a mistletoe kiss,feltrinelli,letteratura in lingua straniera,inglese,2005,;
535,k. flinn,heading home,mondadori,letteratura in lingua straniera,inglese,2011,;
536,s. sallis,the sweetest thing,giunti,letteratura in lingua straniera,inglese,2011,;
537,d. macomber,8 sandpiper way,feltrinelli,letteratura in lingua straniera,inglese,2005,;
538,d. macomber,that christmas feeling,giunti,letteratura in lingua straniera,inglese,2011,;
539,j. cox,blood brothers,mondadori,letteratura in lingua straniera,inglese,2011,;
540,a. mcpartlin,the truth will out,giunti,letteratura in lingua straniera,inglese,2001,;
541,l. montelatici-g. rasile,economia e tecnica dell impresa turistica,tramontana,scolastico,italiano,2004,;
542,c. columbo-f. rossi-f. zanchi,cinquestelle light,markes,scolastico,italiano,1978,;
543,c. columbo-f. rossi-f. zanchi,cinquestelle laboratorio dei servizi di ricevimento,markes,scolastico,italiano,1988,;
544,l. rossi,diritto ed economia per il turismo,tramontana,scienze sociali,italiano,1995,;
545,f. cammisa,la gestione delle imprese turistiche - 2 volumi,elemond,manuale,italiano,1991,;
546,claudio tangocci,diritto e legislazione turistica,tramontana,scolastico,italiano,1993,;
547,ancora - baldi - magistri,il cielo di carta - 4 volumi,loffredo,scolastico,italiano,2002,;
548,mariotti - scalfani ,nuovo libro azzurro -,g. d'anna,scolastico,italiano,2004,;
549,bruni - cerana,conte' (corso di antologia)- 6 volumi,tramontana,scolastico,italiano,2007,;
550,mariotti - scalfani -,nuovo libro rosso,casa editrice d'anna,antologia/critica letteraria,italiano,2003,;
551,pietro g. beltrami,la metrica italiana,ed. il mulino,antologia/critica letteraria,italiano,1994,;
552,pierangela zaffaroni,parole 3 - antologia italiana,ed. morano,antologia/critica letteraria,italiano,1990,;
553,pierangela zaffaroni,parole 2 - antologia italiana,ed. morano,antologia/critica letteraria,italiano,1990,;
554,romano,corso di informatica per la scuola secondaria di 1- un volume,tramontana,scolastico,italiano,2007,;
555,g. donati,dal v al xviii sec la conquista della ragione,feltrinelli,scolastico,italiano,1993,;
556,g.p. donati-m.a. garavaglia,cultura generale ed educazione civica,signorelli milano,scolastico,italiano,1996,;
557,e. menesini,bullismo: le azioni efficaci nella scuola,erikson,saggi e inchieste,italiano,1988,;
